"year","month","day","hour","variable","lat","lon","depth","depthFrac","value"
2020,8,15,12,"u",48.311372,-124.006763,25,-999,-0.753287033199953
2021,6,30,22,"v",48.93222,-125.80227,25,-999,0.225619696011099
2021,6,25,4,"rho",48.901,-125.86778,25,-999,25.0431760932599
2021,7,26,2,"temp",48.251911,-124.080352,25,-999,8.3392013671893
2020,7,29,11,"u",49.20359,-122.59015,25,-999,-999
2020,5,28,16,"w",48.241,-124.0938,25,-999,0.00395089132437655
2020,8,8,19,"u",48.51535,-124.93567,25,-999,-0.667930198943952
2019,8,6,8,"u",47.251383,-122.591787,25,-999,0.124555719476732
2020,8,27,22,"w",48.37083,-123.9328,25,-999,-0.00078767063524685
2019,8,28,22,"rho",49.12902,-122.29969,25,-999,-999
2021,2,10,3,"u",48.73895,-123.25557,25,-999,NA
2021,4,17,13,"rho",48.73895,-123.25557,25,-999,24.1912006800378
2019,11,15,6,"v",48.257217,-124.073665,25,-999,0.295668804331792
2019,9,8,14,"temp",48.2355,-124.1005,25,-999,9.38827910449671
2019,8,26,23,"w",48.25722,-124.07367,25,-999,0.00241414920851348
2019,11,19,23,"temp",48.2518,-124.0802,25,-999,8.41855105843376
2020,7,21,22,"temp",48.3168,-124.0002,25,-999,10.365717779532
2021,7,20,20,"temp",48.91558,-125.83825,25,-999,9.62409848956993
2019,9,7,9,"temp",46.20276,-123.94066,25,-999,-999
2020,9,3,4,"zooplankton",48.24098,-124.0938,25,-999,0.222482650477466
2020,5,21,20,"v",48.246313,-124.087122,25,-999,0.149005333674188
2020,7,30,13,"u",49.20359,-122.59015,25,-999,-999
2021,9,20,21,"v",50.14241,-125.08872,25,-999,-0.108316412655661
2020,8,27,22,"zooplankton",48.36027,-123.9569,25,-999,0.210256168145232
2019,8,7,2,"v",47.7115,-124.66288,25,-999,0.0247043923774406
2019,8,27,2,"zooplankton",47.78882,-124.7839,25,-999,0.0505632907695954
2020,10,27,23,"zooplankton",48.56185,-124.3999,25,-999,-999
2019,9,9,7,"rho",46.26602,-123.4583,25,-999,-2.02418479720013
2019,9,10,24,"w",48.24631,-124.08712,25,-999,-0.00129462136850557
2019,8,6,20,"u",48.376393,-123.925873,25,-999,-999
2021,8,18,24,"zooplankton",47.7433,-122.4071,25,-999,0.0925354273351022
2021,3,1,18,"u",46.49161,-124.4042,25,-999,-0.0190291853161346
2019,9,10,19,"temp",48.2735,-124.05365,25,-999,8.63344365026183
2021,8,8,11,"temp",48.0699,-122.6453,25,-999,11.7207392332745
2019,11,8,1,"w",48.240975,-124.093772,25,-999,-0.00262310154064221
2020,9,18,8,"rho",48.34916,-123.9584,25,-999,24.7096629351622
2019,7,29,12,"temp",48.2789,-124.0469,25,-999,9.72056330584814
2020,8,20,2,"temp",48.2572,-124.0737,25,-999,8.83770081358937
2021,8,9,8,"v",46.49144,-124.43003,25,-999,-0.174069224475207
2020,10,30,24,"v",48.56185,-124.399917,25,-999,-999
2019,7,25,18,"zooplankton",47.62966,-124.5994,25,-999,0.082627690740905
2020,9,19,3,"v",48.560217,-124.412,25,-999,-999
2021,10,18,2,"rho",49.201638,-122.59577,25,-999,-999
2020,7,9,4,"w",48.240975,-124.093772,25,-999,-0.00384290963653907
2019,9,7,12,"temp",49.12326,-122.30035,25,-999,-999
2021,8,19,3,"u",48.0734,-122.677,25,-999,-999
2019,8,25,6,"rho",48.2789,-124.0469,25,-999,24.6062780630167
2019,9,9,13,"w",48.23552,-124.10051,25,-999,0.00381984715384021
2020,5,7,24,"zooplankton",48.2952,-124.0269,25,-999,0.18303385233777
2019,9,12,21,"u",46.26602,-123.4583,25,-999,NA
2021,6,29,17,"zooplankton",48.94802,-125.7698,25,-999,0.0706864050936991
2020,11,20,20,"u",46.30152,-124.30528,25,-999,-0.0649764243337685
2019,7,27,19,"u",47.4286,-124.47464,25,-999,0.0687038676509823
2019,9,4,2,"rho",46.49107,-124.08006,25,-999,24.2783188861208
2020,7,23,15,"v",48.2952,-124.0269,25,-999,-0.0449409533139055
2021,8,17,18,"u",48.0699,-122.6453,25,-999,0.0157298056787245
2019,7,25,24,"temp",48.0732,-122.6714,25,-999,11.3301112327337
2019,7,16,3,"temp",48.2364,-124.97997,25,-999,9.33148905890522
2020,6,21,4,"zooplankton",48.24631,-124.0871,25,-999,0.135315283632811
2021,6,1,16,"v",48.2895,-123.65338,25,-999,-0.0284049607265683
2020,7,17,22,"u",48.0731,-122.622,25,-999,0.0529297585014681
2020,1,15,12,"u",48.268098,-124.060348,25,-999,0.0679686549108093
2020,8,14,4,"v",48.300465,-124.020237,25,-999,0.0509579009733847
2019,9,10,12,"w",48.27886,-124.04689,25,-999,0.00081720108486635
2021,8,12,7,"w",48.241262,-124.093877,25,-999,0.0017958070735947
2020,8,7,9,"zooplankton",48.0731,-122.6329,25,-999,0.269968293305679
2019,9,7,19,"v",48.24098,-124.09377,25,-999,-0.230253636301565
2020,8,11,6,"temp",48.262582,-124.066922,25,-999,9.03166939930942
2020,9,19,20,"zooplankton",48.74506,-123.5755,25,-999,-999
2020,8,14,5,"temp",48.3059,-124.0133,25,-999,10.4015575802777
2020,9,27,13,"w",49.12902,-122.29969,25,-999,-999
2021,8,26,1,"temp",47.744285,-122.4666547,25,-999,12.0940990129919
2021,5,21,22,"w",48.6247,-124.8711,25,-999,0.00156869155601811
2020,8,7,11,"zooplankton",48.0731,-122.6329,25,-999,0.275312143355232
2021,5,23,18,"v",48.370963,-123.932808,25,-999,0.0818288312289071
2019,11,16,24,"zooplankton",47.22895,-124.3023,25,-999,0.235087854348172
2020,2,4,9,"w",48.289725,-124.033667,25,-999,0.00053724026371457
2020,9,12,15,"w",48.31676,-123.9999,25,-999,0.00017190381887931
2021,7,12,19,"u",47.7464,-122.4439,25,-999,-0.0354996745206705
2020,7,6,2,"zooplankton",48.26258,-124.0669,25,-999,0.157501980150312
2020,11,29,4,"temp",46.49186,-124.24786,25,-999,10.3253862696599
2021,8,8,23,"w",47.2464,-122.5873,25,-999,-0.00372207642278234
2020,9,4,8,"v",48.37639,-123.92555,25,-999,-999
2020,7,26,14,"zooplankton",48.2681,-124.0603,25,-999,0.117612140351674
2020,7,25,16,"temp",48.89074,-125.78891,25,-999,10.1519722538749
2020,7,13,21,"temp",48.0699,-122.6453,25,-999,11.157909517366
2021,8,8,20,"v",48.58612,-124.89323,25,-999,0.101293207018058
2019,11,12,6,"v",48.23017,-124.107242,25,-999,0.126537684378524
2020,8,14,9,"w",48.284373,-124.040453,25,-999,-0.00219029951304914
2019,7,20,19,"v",48.316762,-123.9999,25,-999,0.228515753906749
2020,8,27,22,"u",48.37083,-123.93277,25,-999,0.0898907856908098
2020,11,3,9,"rho",48.56185,-124.399917,25,-999,-999
2021,8,11,5,"u",48.50325,-124.9426,25,-999,-0.663702981328048
2020,8,22,15,"zooplankton",48.3115,-124.0069,25,-999,0.15353843041934
2020,7,13,14,"v",48.3006,-124.0202,25,-999,0.182105879527128
2019,8,24,15,"rho",46.49104,-124.08924,25,-999,25.4196993893257
2019,9,4,11,"rho",47.67069,-124.59993,25,-999,25.7922399381329
2020,3,17,23,"temp",48.273503,-124.053648,25,-999,7.53967222487732
2021,4,18,8,"rho",48.73383,-123.1455,25,-999,24.1975558344027
2019,11,22,23,"w",48.2789,-124.0469,25,-999,0.00040566425798335
2020,5,3,11,"rho",48.2789,-124.0469,25,-999,25.1268735564255
2020,8,14,8,"zooplankton",48.28972,-124.0337,25,-999,0.281067208147586
2019,7,14,20,"w",48.0731,-122.622,25,-999,0.00128129181890929
2019,11,17,3,"v",48.289725,-124.033667,25,-999,-0.410918353858462
2021,6,24,19,"v",48.92423,-125.81945,25,-999,0.221642899812819
2019,7,1,3,"temp",48.53965,-124.5509333,25,-999,10.4174808627953
2021,8,11,16,"zooplankton",47.7466,-122.4573,25,-999,0.144507128641685
2021,8,13,8,"temp",46.2325,-124.105,25,-999,7.38371991117347
2019,7,29,12,"temp",47.7465,-122.4485,25,-999,12.1866910272395
2019,7,14,13,"rho",48.40083333,-123.4091,25,-999,24.5914777101512
2021,8,19,21,"v",47.7464,-122.4439,25,-999,-0.110161088875809
2021,4,13,19,"zooplankton",48.5481,-124.9156,25,-999,0.142784041799649
2021,8,18,21,"u",48.5481,-124.91562,25,-999,0.252893912111875
2021,7,28,6,"u",48.61143,-124.8787,25,-999,-0.114320132578915
2020,5,3,9,"w",48.28982,-124.03385,25,-999,0.00078386766337113
2020,7,27,10,"w",47.7465,-122.4532,25,-999,0.00111189810489888
2019,8,30,5,"temp",47.66902,-124.66116,25,-999,9.20623789987099
2019,8,7,6,"u",48.5561,-124.6355,25,-999,0.262351292117239
2020,8,13,21,"temp",48.235522,-124.100512,25,-999,7.98190418322462
2019,8,6,11,"zooplankton",47.2415,-122.5825,25,-999,-999
2019,9,18,14,"v",48.241,-124.0938,25,-999,-0.419095453563201
2021,8,26,1,"u",47.744285,-122.4666547,25,-999,-0.141597458232469
2020,8,26,4,"zooplankton",49.20845,-122.7068,25,-999,-999
2020,9,4,19,"zooplankton",48.35479,-123.9531,25,-999,0.166875326771154
2019,8,10,14,"rho",48.23552,-124.10051,25,-999,25.0937325315212
2020,8,5,21,"u",48.39655,-124.1329,25,-999,-0.290914067801234
2019,6,29,8,"rho",48.0699,-122.6453,25,-999,23.6886171307135
2021,8,6,22,"rho",46.49162,-124.44662,25,-999,25.2605962683254
2020,7,12,5,"zooplankton",48.2735,-124.0536,25,-999,0.225217564404829
2020,6,8,17,"u",48.235522,-124.100512,25,-999,-0.543431875041242
2019,11,17,4,"temp",48.273503,-124.053648,25,-999,8.43657131349153
2020,9,5,23,"v",48.566433,-124.632733,25,-999,-999
2019,8,16,23,"v",48.33324,-123.979644,25,-999,-0.197246057613223
2021,8,31,9,"w",46.25344,-124.11137,25,-999,0.00069531030919055
2020,5,21,20,"zooplankton",48.2572,-124.0737,25,-999,0.19253105707493
2021,7,19,17,"u",48.316935,-124.000354,25,-999,-0.206606724680697
2021,6,1,24,"rho",46.29924,-124.28912,25,-999,25.6034978704425
2021,8,19,1,"u",47.7466,-122.399,25,-999,-0.0167380390738478
2021,6,30,22,"zooplankton",48.93222,-125.8023,25,-999,0.158286278836575
2019,8,1,17,"rho",46.70515,-124.16087,25,-999,22.6385539349521
2021,6,13,17,"rho",48.316935,-124.000354,25,-999,24.6413420372183
2020,3,15,22,"zooplankton",48.2572,-124.0737,25,-999,0.0627674617751371
2021,8,9,4,"temp",49.19283,-123.34668,25,-999,11.1738618098829
2020,8,2,7,"temp",48.073,-122.6551,25,-999,11.1568963477871
2020,7,31,2,"temp",48.37639,-123.92555,25,-999,-999
2019,8,9,24,"v",48.43674,-124.80602,25,-999,0.188833240948097
2021,7,9,16,"u",48.5481,-124.91562,25,-999,-0.61137571949693
2020,8,10,4,"w",46.27514,-124.14087,25,-999,-0.00020435149904462
2019,7,31,22,"w",48.5561,-124.6355,25,-999,0.00200345780856181
2021,8,10,9,"rho",49.19283,-123.34668,25,-999,22.2115030554355
2019,7,30,20,"rho",48.47358,-124.99189,25,-999,26.0069337817804
2020,10,26,14,"u",48.56185,-124.399917,25,-999,-999
2019,7,18,24,"zooplankton",47.7466,-122.3904,25,-999,0.192675009009744
2021,9,5,1,"zooplankton",46.27409,-124.1305,25,-999,0.281861201530852
2019,8,15,9,"temp",48.28973,-124.03367,25,-999,10.1134047685319
2020,8,15,15,"zooplankton",48.90112,-125.846,25,-999,0.0704535791477744
2021,9,9,1,"zooplankton",47.7465,-122.4304,25,-999,0.070805793751635
2021,8,8,9,"rho",47.251383,-122.591787,25,-999,23.0305945851605
2021,8,19,23,"w",48.354788,-123.953065,25,-999,-0.0016974408530431
2020,8,13,21,"w",46.20806,-123.76891,25,-999,-999
2019,9,6,11,"temp",46.86638,-124.22141,25,-999,7.36156735001898
2021,8,28,10,"zooplankton",46.30305,-124.1375,25,-999,0.01078887605115
2020,9,5,13,"zooplankton",48.2735,-124.0537,25,-999,0.100694403036349
2021,5,25,20,"rho",48.354788,-123.953065,25,-999,24.4209546365099
2019,8,12,20,"rho",48.371049,-123.932968,25,-999,24.4274156106632
2019,9,9,14,"zooplankton",48.24098,-124.0938,25,-999,0.171305439150295
2020,11,11,22,"u",48.56185,-124.399917,25,-999,-999
2021,8,3,3,"v",48.56027,-124.908,25,-999,0.15883372762809
2019,9,18,15,"temp",48.2302,-124.1072,25,-999,10.1180459770369
2021,3,26,15,"u",49.203627,-122.59012,25,-999,-999
2020,11,5,19,"w",48.23017,-124.107242,25,-999,-0.00198253733272566
2019,7,29,12,"temp",48.2844,-124.0405,25,-999,9.95689101195008
2020,3,5,10,"v",48.2952,-124.0269,25,-999,-0.289602325375438
2020,8,22,15,"w",48.311372,-124.006763,25,-999,0.00112482843232342
2020,10,18,12,"v",48.224645,-124.114072,25,-999,-999
2021,8,12,9,"zooplankton",47.7465,-122.4485,25,-999,0.131096761267299
2020,8,8,19,"rho",48.2735,-124.0536,25,-999,25.0331847855692
